,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
102,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,14427,2019-09-07 09:13:39:706,-0.403,-0.7257,9.6966,-0.0187,0.0152,9.8066,0.0831,-0.097,0.0057,-32.56,-28.31,21.19,299.7,-85.29,-179.76
103,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,14527,2019-09-07 09:13:39:806,0.2437,-0.0126,9.4967,-0.0016,-0.0167,9.8066,-0.0177,-0.1123,0.075,-32.06,-27.87,20.81,300.79,-85.27,-179.42
104,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,14627,2019-09-07 09:13:39:906,-0.9768,-1.7905,9.6155,-0.021,-0.0267,9.8065,-0.0581,-0.1152,0.0827,-33.44,-27.94,21.06,305.55,-85.26,-174.07
105,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,14727,2019-09-07 09:13:40:006,-1.1661,-1.6497,9.9455,-0.0183,-0.0104,9.8066,-0.0046,-0.0522,-0.0045,-32.94,-27.81,20.81,308.9,-85.31,-170.86
106,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,14827,2019-09-07 09:13:40:106,-0.6017,-1.084,10.0147,-0.0075,-0.0199,9.8066,-0.1048,-0.0537,0.0377,-33.62,-27.94,21.19,311.99,-85.38,-167.21
107,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,14927,2019-09-07 09:13:40:206,-0.6777,-0.514,9.9308,-0.0174,0.0006,9.8066,-0.0542,-0.0594,0.0314,-33.12,-27.37,21.44,316.33,-85.45,-163.89
108,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,15027,2019-09-07 09:13:40:306,-0.8447,-1.1755,9.9398,-0.0195,-0.0148,9.8065,0.0627,-0.0937,0.0608,-33.25,-27.25,21.63,321.02,-85.39,-160.6
109,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,15128,2019-09-07 09:13:40:407,-0.4183,-1.5686,9.7921,0.0048,-0.0139,9.8066,0.0996,-0.1058,0.0656,-34.25,-27.06,21.25,321.1,-85.28,-158.5
110,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,15227,2019-09-07 09:13:40:506,-0.2706,-0.892,9.7222,0.0065,-0.0059,9.8066,-0.0223,-0.1055,-0.0001,-33.25,-27.37,21.94,324.54,-85.21,-157.17
111,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,15327,2019-09-07 09:13:40:606,-1.6789,-0.6857,9.9734,0.003,-0.0025,9.8066,-0.0141,-0.1428,0.0312,-33.62,-27.56,21.56,324.55,-85.29,-156.37
112,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,15427,2019-09-07 09:13:40:706,-0.8664,-0.4405,9.1795,0.0434,-0.0117,9.8065,-0.0322,-0.182,-0.0106,-33.5,-27.0,22.13,323.9,-85.25,-157.79
113,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,15527,2019-09-07 09:13:40:806,-0.9795,-2.1107,8.9257,-0.0409,0.0018,9.8065,-0.041,-0.1853,0.0058,-33.06,-27.25,22.75,325.36,-85.31,-157.63
114,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,15627,2019-09-07 09:13:40:906,0.1891,0.0829,9.6343,-0.0302,-0.0056,9.8065,0.0061,-0.2151,0.1051,-33.69,-27.19,22.69,328.31,-85.37,-154.08
115,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,15727,2019-09-07 09:13:41:006,-1.0364,-2.3113,10.0007,0.0027,-0.001,9.8066,0.0135,-0.2061,-0.0054,-33.0,-27.25,22.88,330.21,-85.44,-153.07
116,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,15827,2019-09-07 09:13:41:106,-0.8081,-1.1035,9.9979,-0.0074,-0.0108,9.8065,-0.012,-0.2826,0.0451,-33.44,-27.19,23.31,330.47,-85.55,-152.86
117,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,15927,2019-09-07 09:13:41:206,-0.9239,-1.7971,10.2547,0.0231,-0.0282,9.8065,0.0344,-0.2425,0.036,-33.44,-27.31,23.25,331.87,-85.46,-151.5
118,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,16028,2019-09-07 09:13:41:307,-0.0721,-1.2727,9.8789,0.003,-0.019,9.8066,-0.0719,-0.1848,0.0355,-33.0,-27.12,23.56,333.87,-85.47,-150.76
119,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 21,16127,2019-09-07 09:13:41:406,-1.2247,-0.7362,10.327,-0.0071,-0.0057,9.8066,-0.0902,-0.1574,0.0174,-33.75,-27.06,23.63,334.71,-85.42,-149.17
120,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 21,16227,2019-09-07 09:13:41:506,-0.9895,-0.3825,9.6649,-0.023,0.0217,9.8065,-0.1415,-0.0836,-0.0417,-33.44,-27.25,24.81,337.34,-85.44,-148.6
121,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 21,16328,2019-09-07 09:13:41:607,-0.9783,-0.2308,9.8409,0.0102,-0.011,9.8066,-0.0628,-0.1264,0.0098,-33.44,-27.75,24.31,335.32,-85.34,-149.3
122,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 21,16427,2019-09-07 09:13:41:706,-1.7812,-0.1407,9.8057,0.0027,0.004,9.8066,-0.0581,-0.1745,0.0513,-33.44,-27.12,24.69,337.04,-85.41,-148.87
123,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 21,16527,2019-09-07 09:13:41:806,-1.1846,-0.0973,10.0871,-0.0087,0.0028,9.8066,-0.0042,-0.1228,-0.0178,-32.87,-27.31,25.5,339.73,-85.33,-147.4
124,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 21,16627,2019-09-07 09:13:41:906,-0.8289,-0.6613,9.8466,0.0086,-0.0006,9.8066,-0.0098,-0.1585,0.022,-33.19,-27.94,25.25,338.9,-85.31,-147.04
125,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 21,16727,2019-09-07 09:13:42:006,-0.9497,-0.5346,9.6913,-0.0057,0.0055,9.8066,0.0461,-0.14,0.016,-32.62,-27.56,25.44,339.21,-85.25,-146.73
126,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 21,16827,2019-09-07 09:13:42:106,-0.3469,-0.3413,9.8839,-0.0009,-0.0144,9.8066,-0.03,-0.0589,-0.0006,-32.75,-27.31,26.44,340.91,-85.2,-146.25
127,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 21,16927,2019-09-07 09:13:42:206,-1.1359,-0.8765,9.9454,-0.0064,-0.0124,9.8066,-0.0685,-0.0631,-0.0405,-32.87,-26.87,26.31,343.23,-85.1,-144.03
128,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 21,17027,2019-09-07 09:13:42:306,-0.6388,-0.4538,10.1874,0.0001,-0.001,9.8066,-0.0207,-0.0914,0.0086,-32.87,-27.75,26.06,344.12,-85.13,-143.17
129,52.402824,-1.502642,146.99,6.81,3.0,92.89,17 / 20,17128,2019-09-07 09:13:42:407,-0.9221,-0.5468,10.0226,-0.0187,0.0059,9.8065,0.0438,0.0003,-0.0262,-32.37,-28.12,26.44,345.25,-85.12,-142.95
130,52.402824,-1.502642,146.99,6.81,3.0,92.89,17 / 20,17227,2019-09-07 09:13:42:506,-0.6968,-0.454,9.5939,-0.0122,0.0112,9.8066,0.0251,-0.059,0.01,-32.25,-27.81,27.13,347.48,-85.22,-141.95
131,52.402824,-1.502642,146.99,6.81,3.0,92.89,17 / 20,17327,2019-09-07 09:13:42:606,-0.2472,-0.072,9.3893,-0.0137,0.0067,9.8066,0.0128,-0.0066,0.0033,-32.5,-28.0,26.88,347.35,-85.19,-142.06
132,52.402824,-1.502642,146.99,6.81,3.0,92.89,17 / 20,17428,2019-09-07 09:13:42:707,-0.6254,-0.1773,9.8389,-0.0122,0.0119,9.8066,0.0575,-0.016,-0.0128,-32.62,-27.31,26.63,348.23,-85.27,-140.41
133,52.402824,-1.502642,146.99,6.81,3.0,92.89,17 / 20,17527,2019-09-07 09:13:42:806,-0.4204,-0.4824,10.2773,-0.006,-0.0115,9.8066,0.0119,-0.0674,0.0096,-32.19,-27.5,27.0,349.44,-85.27,-140.12
134,52.402824,-1.502642,146.99,6.81,3.0,92.89,17 / 20,17627,2019-09-07 09:13:42:906,-0.0616,-0.6216,9.5532,0.003,-0.0082,9.8066,0.0088,-0.0036,-0.0345,-32.37,-28.06,26.88,350.08,-85.09,-139.47
135,52.402824,-1.502642,146.99,6.81,3.0,92.89,17 / 20,17728,2019-09-07 09:13:43:007,-0.5008,-1.0077,9.8457,-0.0022,-0.001,9.8066,0.0222,-0.0958,0.0187,-32.19,-27.62,27.19,349.84,-85.08,-139.7
136,52.402824,-1.502642,146.99,6.81,3.0,92.89,17 / 20,17827,2019-09-07 09:13:43:106,0.0094,0.7775,10.0417,0.0058,0.0087,9.8066,-0.018,-0.015,-0.0191,-31.94,-28.0,26.94,349.6,-85.1,-139.92
137,52.402824,-1.502642,146.99,6.81,3.0,92.89,17 / 20,17927,2019-09-07 09:13:43:206,-0.9248,-0.1625,10.2352,-0.0089,-0.0031,9.8066,0.0508,-0.0326,-0.0375,-32.25,-27.69,27.44,351.02,-85.08,-138.59
138,52.402824,-1.502642,146.99,6.81,3.0,92.89,17 / 20,18027,2019-09-07 09:13:43:306,0.6795,-0.5832,9.6778,0.0035,-0.003,9.8066,0.022,-0.0505,-0.0046,-32.12,-27.69,26.88,350.86,-85.04,-138.74
139,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,18128,2019-09-07 09:13:43:407,0.2868,-0.5528,9.7441,0.0164,-0.013,9.8065,-0.1141,-0.0228,-0.0085,-32.44,-28.19,26.94,351.34,-84.94,-138.27
140,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,18228,2019-09-07 09:13:43:507,-0.2114,-0.3306,9.6178,-0.0076,0.0002,9.8066,-0.0542,-0.021,-0.0026,-31.87,-27.87,27.81,352.23,-84.9,-138.47
141,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,18328,2019-09-07 09:13:43:607,-0.2325,0.0594,9.7055,-0.0154,0.0117,9.8066,0.0466,-0.0303,0.0034,-31.94,-28.37,27.25,351.59,-84.85,-138.03
142,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,18427,2019-09-07 09:13:43:706,0.3733,-0.7482,9.6863,-0.016,0.0105,9.8066,0.0839,-0.0234,-0.0233,-31.62,-27.56,26.94,353.34,-84.96,-136.4
143,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,18527,2019-09-07 09:13:43:806,0.6409,-0.49,9.5454,0.0083,-0.0119,9.8066,-0.1018,-0.0359,0.0346,-31.56,-28.37,27.25,353.73,-84.94,-136.03
144,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,18628,2019-09-07 09:13:43:907,-0.2361,-0.1214,9.8594,-0.0017,-0.0098,9.8066,-0.0707,0.0006,0.028,-32.25,-28.06,27.38,354.52,-84.8,-135.28
145,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,18727,2019-09-07 09:13:44:006,-0.0162,-0.081,9.6955,0.001,-0.013,9.8066,0.0422,0.0192,0.0157,-32.31,-28.25,27.06,355.53,-84.71,-134.33
146,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,18827,2019-09-07 09:13:44:106,0.1168,-0.2503,10.1487,-0.009,-0.0019,9.8066,0.0652,-0.02,-0.0159,-32.0,-28.25,27.31,356.49,-84.66,-133.43
147,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,18927,2019-09-07 09:13:44:206,0.0898,0.2088,9.7685,-0.0163,0.0052,9.8066,0.0321,-0.0054,-0.0304,-31.5,-28.31,27.31,357.33,-84.63,-133.54
148,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,19027,2019-09-07 09:13:44:306,0.1273,0.6881,9.6708,-0.0128,0.01,9.8065,-0.0261,0.0272,-0.0487,-31.87,-28.62,27.31,357.53,-84.64,-132.45
149,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,19128,2019-09-07 09:13:44:407,-0.6529,0.6874,9.5572,0.0018,-0.0028,9.8066,0.0654,0.0116,-0.0117,-31.87,-28.19,27.13,357.44,-84.67,-132.54
150,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,19227,2019-09-07 09:13:44:506,0.188,0.6104,9.7594,0.005,0.0078,9.8066,-0.0837,0.0237,-0.0138,-31.56,-29.12,26.75,357.28,-84.78,-132.7
151,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,19328,2019-09-07 09:13:44:607,0.2208,0.5305,9.5672,-0.0221,0.0184,9.8066,-0.0822,0.0738,-0.0382,-31.94,-28.81,26.69,357.39,-84.8,-132.59
152,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,19427,2019-09-07 09:13:44:706,0.4554,0.0134,9.7168,-0.005,0.0121,9.8066,0.0919,0.0236,-0.0086,-31.56,-29.06,26.63,358.57,-84.91,-131.49
153,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,19527,2019-09-07 09:13:44:806,0.3312,1.7008,9.8979,0.0086,-0.0031,9.8066,0.0039,0.0946,-0.0482,-31.62,-28.44,26.19,356.38,-84.96,-132.49
154,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,19627,2019-09-07 09:13:44:906,-0.1519,0.7497,9.7153,0.0064,-0.0031,9.8066,-0.009,0.1048,-0.0029,-31.81,-28.87,26.44,355.53,-84.91,-133.27
155,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,19728,2019-09-07 09:13:45:007,0.0596,0.3984,9.6985,-0.0051,0.0068,9.8066,-0.0254,0.0984,-0.0055,-32.12,-28.94,25.81,354.93,-84.9,-133.82
156,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,19827,2019-09-07 09:13:45:106,0.7904,0.8719,9.5604,0.0015,-0.0016,9.8065,-0.0256,0.1197,-0.0487,-31.87,-28.37,26.38,354.92,-84.92,-133.85
157,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,19927,2019-09-07 09:13:45:206,-0.4205,0.9585,10.1368,-0.0121,-0.0007,9.8066,-0.0595,0.0619,-0.0112,-32.31,-29.12,25.75,355.63,-84.93,-133.18
158,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,20027,2019-09-07 09:13:45:306,-0.0908,0.4096,9.5132,-0.0107,0.0033,9.8066,0.0245,0.0693,0.026,-32.19,-28.19,25.31,354.75,-84.91,-132.91
159,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,20127,2019-09-07 09:13:45:406,-0.2443,0.6151,10.0499,-0.0079,-0.0023,9.8066,-0.0031,0.0559,0.0275,-31.31,-29.5,26.25,356.89,-84.87,-132.89
160,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,20227,2019-09-07 09:13:45:506,-0.0043,0.7423,10.1333,-0.0004,-0.0016,9.8066,0.0222,0.0731,-0.0426,-32.75,-28.31,25.75,355.58,-84.83,-132.37
161,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,20327,2019-09-07 09:13:45:606,0.5789,0.8432,9.7481,0.0114,-0.0051,9.8066,0.0324,0.1037,-0.0301,-31.81,-29.12,25.5,356.35,-84.84,-132.5
162,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,20427,2019-09-07 09:13:45:706,-0.1109,1.2996,9.8201,0.0143,-0.0001,9.8066,-0.0292,0.0948,-0.032,-32.0,-29.06,25.06,353.75,-84.82,-133.82
163,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,20527,2019-09-07 09:13:45:806,-0.8158,1.6199,9.7217,-0.0221,0.011,9.8065,-0.0107,0.0932,-0.0093,-32.12,-28.87,25.19,355.25,-84.91,-132.43
164,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,20627,2019-09-07 09:13:45:906,0.1046,-0.1243,9.869,-0.0195,0.0095,9.8065,0.0859,0.0849,0.0154,-32.87,-29.19,25.06,354.24,-84.83,-132.52
165,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,20727,2019-09-07 09:13:46:006,0.7682,0.7099,9.4084,0.0093,-0.0059,9.8066,0.0347,0.1509,-0.0081,-32.5,-28.69,24.31,354.04,-84.8,-132.42
166,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,20828,2019-09-07 09:13:46:107,-0.2497,0.7478,9.7981,0.0069,-0.0074,9.8066,0.0096,0.1263,-0.0341,-32.37,-29.62,24.25,353.55,-84.76,-132.85
167,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,20927,2019-09-07 09:13:46:206,-0.2162,0.8924,9.9483,-0.0205,0.0125,9.8066,-0.0298,0.0687,0.0209,-33.0,-29.25,24.44,353.39,-84.83,-132.19
168,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,21027,2019-09-07 09:13:46:306,-0.3527,1.1334,9.9099,-0.0014,0.0082,9.8066,0.0483,0.0609,0.0301,-32.87,-29.56,24.06,354.75,-84.96,-130.92
169,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,21128,2019-09-07 09:13:46:407,-0.2846,1.6363,10.18,-0.0117,-0.0054,9.8066,0.0171,0.1587,-0.0547,-33.12,-29.81,23.88,355.26,-84.9,-130.44
170,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,21227,2019-09-07 09:13:46:506,0.4636,1.3917,9.6727,0.0108,-0.0203,9.8065,-0.0051,0.0915,-0.048,-32.5,-29.25,24.31,355.36,-84.77,-131.18
171,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,21327,2019-09-07 09:13:46:606,-0.3713,1.2494,9.9399,0.0144,-0.011,9.8066,-0.0073,0.0652,-0.0151,-33.19,-29.31,23.44,353.41,-84.73,-131.0
172,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,21427,2019-09-07 09:13:46:706,-0.3774,1.16,9.1893,-0.0185,0.0098,9.8065,-0.0093,0.1079,0.0236,-32.87,-28.69,23.81,354.94,-84.72,-130.73
173,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,21527,2019-09-07 09:13:46:806,-0.2145,0.9688,10.0335,-0.0245,0.0067,9.8066,0.0322,0.1319,-0.0201,-33.31,-29.19,23.13,355.51,-84.75,-129.05
174,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,21627,2019-09-07 09:13:46:906,-0.6867,1.8235,9.8572,0.0042,-0.0073,9.8066,0.0147,0.0834,0.026,-33.44,-29.06,22.88,355.21,-84.77,-129.33
175,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,21728,2019-09-07 09:13:47:007,-0.8561,1.5556,10.2218,0.0073,-0.0122,9.8066,-0.0139,0.078,0.0079,-32.69,-29.31,22.69,355.37,-84.68,-129.18
176,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,21827,2019-09-07 09:13:47:106,-0.7578,1.4232,10.025,0.0066,-0.0077,9.8066,-0.0294,0.1317,-0.0214,-33.44,-29.0,22.94,355.67,-84.62,-128.89
177,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,21928,2019-09-07 09:13:47:207,-1.5476,1.2772,9.5579,0.0017,-0.0126,9.8066,0.0136,0.1266,-0.0353,-33.19,-29.62,21.88,353.99,-84.53,-129.24
178,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,22027,2019-09-07 09:13:47:306,-0.5389,1.0375,10.3346,-0.0061,0.0027,9.8066,0.0971,0.0538,0.011,-33.44,-29.31,22.31,353.64,-84.39,-129.57
179,52.402824,-1.502642,146.99,6.81,3.0,92.89,18 / 20,22128,2019-09-07 09:13:47:407,-0.7396,1.3445,9.7432,-0.0113,0.0079,9.8066,0.0465,0.1434,-0.0565,-33.56,-29.56,22.5,354.37,-84.41,-129.28
180,52.402584,-1.501725,146.6,7.47,3.0,106.51,19 / 21,22227,2019-09-07 09:13:47:506,-0.8575,0.8406,9.7186,0.0094,-0.0069,9.8066,0.0711,0.0339,-0.0174,-33.19,-29.06,22.25,353.15,-84.4,-130.02
181,52.402584,-1.501725,146.6,7.47,3.0,106.51,19 / 21,22327,2019-09-07 09:13:47:606,-0.8031,2.2175,10.3259,-0.002,-0.0098,9.8066,0.0268,0.0624,0.0298,-33.81,-29.06,22.31,352.41,-84.38,-129.93
182,52.402584,-1.501725,146.6,7.47,3.0,106.51,19 / 21,22427,2019-09-07 09:13:47:706,-1.8355,1.3011,9.6654,0.0138,0.0065,9.8065,-0.0119,0.1327,-0.0292,-33.56,-29.19,22.19,352.24,-84.36,-130.08
183,52.402584,-1.501725,146.6,7.47,3.0,106.51,19 / 21,22528,2019-09-07 09:13:47:807,-0.0696,2.6437,9.0222,0.0271,-0.0051,9.8065,0.047,0.0892,-0.0002,-34.06,-29.62,22.63,351.29,-84.41,-132.13
184,52.402584,-1.501725,146.6,7.47,3.0,106.51,19 / 21,22627,2019-09-07 09:13:47:906,-1.3464,1.0792,9.1143,-0.007,0.0057,9.8066,0.0103,0.0635,0.0176,-33.81,-28.75,22.19,348.8,-84.45,-133.29
185,52.402584,-1.501725,146.6,7.47,3.0,106.51,19 / 21,22727,2019-09-07 09:13:48:006,-1.0327,1.4053,10.3019,0.003,0.0128,9.8065,0.067,0.0905,-0.0095,-33.5,-28.94,22.0,348.63,-84.55,-134.23
186,52.402584,-1.501725,146.6,7.47,3.0,106.51,19 / 21,22827,2019-09-07 09:13:48:106,-0.9196,1.8244,9.6655,-0.0183,0.0121,9.8065,-0.0296,0.1419,-0.0019,-33.81,-29.06,20.88,347.3,-84.7,-133.5
187,52.402584,-1.501725,146.6,7.47,3.0,106.51,19 / 21,22927,2019-09-07 09:13:48:206,-1.5103,1.6218,9.7725,-0.0176,0.013,9.8066,0.0118,0.1211,-0.0108,-33.37,-29.19,21.31,349.16,-84.8,-132.54
188,52.402584,-1.501725,146.6,7.47,3.0,106.51,19 / 21,23027,2019-09-07 09:13:48:306,-0.3493,1.5337,9.6122,0.0058,-0.0115,9.8066,0.0556,0.1067,0.0239,-33.94,-29.56,20.69,348.17,-84.82,-132.69
189,52.402584,-1.501725,146.6,7.47,3.0,106.51,19 / 19,23128,2019-09-07 09:13:48:407,-1.2106,1.52,10.1994,0.0237,-0.0152,9.8066,-0.0698,0.1259,-0.0273,-34.31,-29.69,20.69,347.38,-84.71,-133.4
190,52.402584,-1.501725,146.6,7.47,3.0,106.51,18 / 19,23227,2019-09-07 09:13:48:506,-0.269,1.1652,9.642,-0.0086,0.0055,9.8066,-0.0605,0.131,-0.0186,-34.12,-29.69,20.63,347.18,-84.81,-133.61
191,52.402584,-1.501725,146.6,7.47,3.0,106.51,18 / 19,23327,2019-09-07 09:13:48:606,0.3712,1.2033,9.8186,0.0018,0.0043,9.8066,0.1178,0.1434,-0.0443,-33.12,-29.37,20.44,345.46,-84.77,-134.71
192,52.402584,-1.501725,146.6,7.47,3.0,106.51,18 / 19,23427,2019-09-07 09:13:48:706,0.48,1.1365,9.6066,0.0155,-0.0055,9.8066,0.0628,0.1235,-0.0258,-34.56,-29.44,20.06,342.02,-84.64,-136.46
193,52.402584,-1.501725,146.6,7.47,3.0,106.51,18 / 19,23527,2019-09-07 09:13:48:806,-0.2463,0.7403,10.0114,0.0062,0.0054,9.8065,0.0133,0.1614,-0.0396,-34.12,-29.44,20.69,343.61,-84.65,-136.93
194,52.402584,-1.501725,146.6,7.47,3.0,106.51,18 / 19,23627,2019-09-07 09:13:48:906,0.1058,1.2826,9.9482,0.0054,-0.0137,9.8066,0.0391,0.1344,0.0361,-33.12,-29.56,19.69,342.69,-84.71,-137.24
195,52.402584,-1.501725,146.6,7.47,3.0,106.51,18 / 19,23728,2019-09-07 09:13:49:007,0.5278,0.9786,9.9269,0.0026,-0.0007,9.8066,-0.0308,0.1948,-0.0243,-34.0,-29.06,19.94,341.7,-84.59,-137.44
196,52.402584,-1.501725,146.6,7.47,3.0,106.51,18 / 19,23827,2019-09-07 09:13:49:106,0.3967,1.5118,9.9088,-0.0016,0.0099,9.8066,-0.0418,0.2056,-0.0222,-34.19,-29.19,19.19,339.96,-84.59,-137.77
197,52.402584,-1.501725,146.6,7.47,3.0,106.51,18 / 19,23927,2019-09-07 09:13:49:206,0.2674,1.6489,9.751,0.0056,0.0031,9.8066,-0.0082,0.2144,-0.035,-33.94,-28.94,18.94,339.09,-84.58,-138.58
198,52.402584,-1.501725,146.6,7.47,3.0,106.51,18 / 19,24027,2019-09-07 09:13:49:306,0.0698,1.2229,9.6591,-0.0122,0.0012,9.8066,0.0269,0.1884,0.0064,-33.81,-29.19,18.0,337.63,-84.52,-138.61
199,52.402584,-1.501725,146.6,7.47,3.0,106.51,19 / 20,24128,2019-09-07 09:13:49:407,0.8206,0.5616,10.1158,-0.0095,-0.0043,9.8066,-0.0276,0.1858,0.0003,-34.25,-28.75,18.13,338.67,-84.49,-137.62
200,52.402584,-1.501725,146.6,7.47,3.0,106.51,19 / 20,24227,2019-09-07 09:13:49:506,0.8701,1.2764,10.1384,0.0147,-0.0038,9.8066,-0.0271,0.2207,-0.0269,-33.75,-28.62,18.19,338.77,-84.45,-137.53
201,52.402584,-1.501725,146.6,7.47,3.0,106.51,19 / 20,24327,2019-09-07 09:13:49:606,0.6618,0.9649,9.505,0.0097,-0.0059,9.8066,0.0629,0.1675,-0.0086,-34.19,-29.75,17.75,337.95,-84.38,-138.21
202,52.402584,-1.501725,146.6,7.47,3.0,106.51,19 / 20,24427,2019-09-07 09:13:49:706,1.3972,0.3965,9.8339,-0.0107,0.0139,9.8066,0.0204,0.1936,-0.0418,-34.69,-29.62,17.56,335.73,-84.4,-139.63
203,52.402584,-1.501725,146.6,7.47,3.0,106.51,19 / 20,24528,2019-09-07 09:13:49:807,2.1664,1.6484,10.0839,-0.006,0.0206,9.8066,0.0512,0.218,-0.0033,-34.56,-29.25,16.63,333.03,-84.61,-140.96
204,52.402584,-1.501725,146.6,7.47,3.0,106.51,19 / 20,24628,2019-09-07 09:13:49:907,0.4591,1.3731,9.8956,0.0138,-0.0057,9.8065,0.0483,0.2404,-0.0138,-33.75,-29.0,16.63,332.74,-84.62,-141.84
205,52.402584,-1.501725,146.6,7.47,3.0,106.51,19 / 20,24727,2019-09-07 09:13:50:006,1.1718,0.6694,10.0022,0.012,-0.0021,9.8066,0.0091,0.2338,-0.013,-34.06,-29.62,15.56,331.43,-84.64,-141.62
206,52.402584,-1.501725,146.6,7.47,3.0,106.51,19 / 20,24827,2019-09-07 09:13:50:106,0.4717,0.867,9.6021,0.0067,0.0046,9.8066,0.019,0.2117,-0.0258,-33.75,-29.37,15.44,329.64,-84.63,-141.93
